Packet Inter-arrival (ms), Packet Length (bytes), Data Rate (bps)
0.200042724609375, 1515, 
0.100189208984375, 1515, 
0.099945068359375, 1515, 
1.100738525390625, 645, 
21.3968505859375, 439, 
21.33721923828125, 161, 
21.430755615234375, 1515, 
0.401824951171875, 1515, 
0.300201416015625, 1515, 
0.397308349609375, 602, 
31.4375, 525, 99616
21.632568359375, 161, 
23.0050048828125, 1515, 
0.199981689453125, 1515, 
0.10003662109375, 1515, 
0.10009765625, 1515, 
0.10009765625, 1515, 
0.10009765625, 547, 
21.5743408203125, 161, 
21.5592041015625, 161, 71752
23.101043701171875, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
1.558013916015625, 1515, 
0.0, 654, 
23.519134521484375, 161, 
21.840240478515625, 186, 
31.7625732421875, 1515, 69896
0.0, 1515, 
0.0, 1515, 
0.0, 96, 
21.12725830078125, 31, 
22.236785888671875, 1515, 
0.0, 180, 
23.143341064453125, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 360, 
22.521881103515625, 534, 
39.227508544921875, 636, 94448
23.955963134765625, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 1515, 
0.0, 338, 
24.5924072265625, 186, 
