"avg_OSD.flyTime [s]" "stdDev_OSD.flyTime [s]"
118.45000000000002 0.2872281323269024
119.45000000000002 0.2872281323269024
120.45000000000002 0.2872281323269024
121.52857142857144 0.28139593719417555
122.45000000000002 0.2872281323269024
123.45000000000002 0.2872281323269024
124.45000000000002 0.2872281323269024
125.475 0.30720514318611414
126.45000000000002 0.2872281323269024
127.46666666666667 0.2981423969999728
128.45 0.2872281323269034
129.4 0.2725540575476996
130.45 0.2872281323269034
131.45 0.2872281323269034
132.45 0.2872281323269034
133.39999999999998 0.2581988897471623
134.4888888888889 0.2766644355108621
135.45 0.2872281323269034
136.45 0.2872281323269034
137.45000000000002 0.2958039891549832
138.4888888888889 0.2766644355108621
139.45 0.2872281323269034
140.43333333333334 0.2981423969999744
141.45 0.2872281323269034
142.5375 0.24968730444297815
143.45 0.2872281323269034
144.45 0.2872281323269034
145.45 0.2872281323269034
146.4666666666667 0.2981423969999748
147.45 0.2872281323269034
148.45 0.2872281323269034
149.45 0.2872281323269034
150.44444444444446 0.30225490019412304
151.45 0.2872281323269034
152.45 0.2872281323269034
153.45 0.2872281323269034
154.46250000000003 0.3038811445285819
155.4777777777778 0.2897423291201187
156.45 0.2872281323269034
157.45 0.2872281323269034
158.45 0.2872281323269034
159.4888888888889 0.2766644355108621
160.45 0.2872281323269034
161.45 0.2872281323269034
162.39999999999998 0.2581988897471623
163.47500000000002 0.30720514318611375
164.5 0.2581988897471636
165.45 0.2872281323269034
166.41111111111113 0.27666443551086123
167.44285714285715 0.3155817433482101
168.45 0.2872281323269034
169.4909090909091 0.30287874998105113
170.45 0.2872281323269034
171.41111111111113 0.27666443551086123
172.4888888888889 0.2766644355108621
173.4777777777778 0.2897423291201187
174.45 0.2872281323269034
175.425 0.30720514318611636
176.45 0.2872281323269034
177.45 0.2872281323269034
178.45 0.2872281323269034
179.45 0.2872281323269034
180.4875 0.30593095626301164
181.41111111111113 0.27666443551086123
182.45 0.2872281323269034
183.41111111111113 0.27666443551086123
184.4857142857143 0.3090472521826298
185.45 0.2872281323269034
186.45 0.2872281323269034
187.4375 0.2496873044429778
188.43333333333334 0.2981423969999744
189.44444444444446 0.30225490019412304
190.45 0.2872281323269034
191.45 0.2872281323269034
192.3625 0.24968730444298048
193.4888888888889 0.2766644355108621
194.45 0.2872281323269034
195.45 0.2872281323269034
196.45 0.2872281323269034
197.4875 0.29341736485763903
198.45 0.2872281323269034
199.45 0.2872281323269034
200.45 0.2872281323269034
201.42222222222225 0.2897423291201211
202.4888888888889 0.2766644355108621
203.45 0.2872281323269034
204.45 0.2872281323269034
205.44444444444446 0.30225490019412304
206.4777777777778 0.2897423291201187
207.45 0.2872281323269034
208.45 0.2872281323269034
209.39999999999998 0.2581988897471623
210.5125 0.28476964374736546
211.45 0.2872281323269034
212.45 0.2872281323269034
213.45 0.2872281323269034
214.44444444444446 0.30225490019412304
215.4875 0.2712816801776367
216.45 0.2872281323269034
217.45 0.2872281323269034
218.4 0.29154759474226555
219.45 0.2872281323269034
220.45 0.2872281323269034
221.45 0.2872281323269034
222.41111111111113 0.27666443551086123
223.5 0.2581988897471636
224.45 0.2872281323269034
225.41111111111113 0.27666443551086123
226.45 0.2872281323269034
227.52857142857144 0.26572964625340517
228.45 0.2872281323269034
229.45 0.2872281323269034
230.44444444444446 0.30225490019412304
231.52499999999998 0.2633913438213224
232.45 0.2872281323269034
233.45 0.2872281323269034
234.45 0.2872281323269034
235.425 0.30720514318611636
236.45 0.2872281323269034
237.45 0.2872281323269034
238.45 0.2872281323269034
239.34285714285713 0.2610809554642474
240.45 0.2872281323269034
241.45 0.2872281323269034
242.45 0.2872281323269034
243.42222222222225 0.2897423291201211
244.45 0.2872281323269034
245.45 0.2872281323269034
246.45 0.2872281323269034
247.45 0.2872281323269034
