avg_Time(seconds) avg_TimeModified(seconds) avg_Latitude avg_Longitude avg_Altitude(feet) stdDev_Time(seconds) stdDev_TimeModified(seconds) stdDev_Latitude stdDev_Longitude stdDev_Altitude(feet)
300.45 178.25 48.074619385999995 11.649013682 9.2 0.2872281323268975 0.2872281323268975 1.0734989615523489e-07 5.943197792916985e-07 0.0
301.45 179.25 48.074620032 11.649012379999999 9.2 0.2872281323268975 0.2872281323268975 3.381656395093183e-07 1.3667479620839737e-07 0.0
302.45 180.25 48.074620562999996 11.649013025000002 9.2 0.2872281323268975 0.2872281323268975 6.783067121179433e-08 4.3656041946199816e-07 0.0
303.45 181.25 48.074621578000006 11.649016608 9.2 0.2872281323268975 0.2872281323268975 5.188410149382152e-07 1.8126378571677168e-06 0.0
304.45 182.25 48.074622913000006 11.649022298999999 9.2 0.2872281323268975 0.2872281323268975 1.6309812938972077e-07 7.344583040414918e-07 0.0
305.45 183.25 48.07462165 11.649017283 9.2 0.2872281323268975 0.2872281323268975 6.29698339714001e-07 3.1732256456894223e-06 0.0
306.45 184.25 48.074618161000004 11.649002510999999 9.2 0.2872281323268975 0.2872281323268975 1.3051930897352536e-06 5.215105847508631e-06 0.0
307.45 185.25 48.074612836 11.648981526999998 9.2 0.2872281323268975 0.2872281323268975 1.7399724130120677e-06 6.81036570212629e-06 0.0
308.45 186.25 48.074606015 11.648956166000001 9.2 0.2872281323268975 0.2872281323268975 2.117655543787372e-06 7.74447441741365e-06 0.0
309.45 187.25 48.074598196 11.648928086000002 9.2 0.2872281323268975 0.2872281323268975 2.362821195281478e-06 8.396790100953432e-06 0.0
310.45 188.25 48.074589944 11.648898014999999 9.2 0.2872281323268975 0.2872281323268975 2.3899213377375925e-06 8.792155878859572e-06 0.0
311.45 189.25 48.074581054 11.648866742000001 9.2 0.2872281323268975 0.2872281323268975 2.7171315756828365e-06 9.21895742457816e-06 0.0
312.45 190.25 48.074571282 11.648833962 9.2 0.2872281323268975 0.2872281323268975 2.8740487128256763e-06 9.579554060426356e-06 0.0
313.45 191.25 48.074561398 11.648800367000002 9.2 0.2872281323268975 0.2872281323268975 2.8044243623208326e-06 9.718298256489746e-06 0.0
