Data Rate (kbps),Data Rate (kbps)2,Data Rate (kbps)3,Packet Interval (ms),Packet Interval (ms)2,Packet Interval (ms)3,Packet Length (bytes),Packet Length (bytes)2,Packet Length (bytes)3
,,,2.954,20.285,11.511,79,154,66
,,,13.066,21.145,1.228,79,128,66
,,,0.668,20.562,1.164,102,128,66
,,,0.282,21.229,1.172,76,154,66
,,,0.104,20.263,1.199,79,128,66
,,,19.851,20.283,1.087,76,102,66
,,,20.262,20.454,1.183,128,128,66
,,,20.255,15.354,1.057,102,46,66
,,,20.234,4.909,5.355,76,128,98
,,,20.253,20.26,25.014,107,154,98
,,,21.211,20.257,25.005,81,128,98
,,,20.301,20.279,11.926,133,102,66
,,,20.282,20.278,0.396,107,128,66
,,,20.256,20.288,12.702,81,128,98
,,,20.722,20.32,2.61,107,154,66
,,,20.24,20.356,1.077,81,128,66
,,,20.258,20.263,0.398,133,102,66
,,,20.239,20.27,20.902,107,128,98
,,,20.445,20.264,21.017,81,128,66
,,,21.748,20.283,1.228,106,155,66
,,,20.314,20.275,0.907,105,129,66
,,,46.626,20.269,1.824,129,103,98
,,,12.399,20.297,25.008,77,181,98
,,,39.393,20.268,1.616,76,103,66
,,,15.193,20.282,1.21,154,103,66
,,,10.908,20.258,0.534,76,129,66
,,,25.107,20.273,21.69,102,103,98
,,,20.523,20.33,6.224,102,181,66
,,,22.893,20.26,1.248,76,103,66
,,,18.008,11.243,0.474,76,74,66
,,,0.152,9.044,17.026,87,129,98
,,,2.547,20.271,25.064,128,129,98
,,,2.472,20.27,16.149,74,103,66
,,,18.143,10.421,1.351,76,74,66
,,,9.889,9.842,0.214,74,181,66
,,,10.364,20.272,7.277,102,103,98
,,,20.288,20.317,25.013,76,129,98
,,,20.298,21.004,11.828,102,155,66
,,,5.101,20.373,1.205,76,103,66
,,,16.066,20.278,0.295,128,155,66
,,,14.136,20.288,11.663,909,103,98
,,,6.097,20.289,15.93,76,129,66
,,,20.24,20.366,1.176,102,155,66
,,,21.002,17.675,1,102,74,66
,,,20.245,2.61,6.899,76,103,98
,,,4.171,20.286,21.081,76,155,66
,,,0.055,20.264,1.161,76,155,66
,,,16.043,20.258,0.832,128,77,66
,,,20.283,5.858,1.906,76,74,98
,,,20.272,10.252,25.024,102,75,98
,,,20.244,0.05,1.273,102,75,66
,,,8.051,0.048,1.203,74,75,66
,,,12.256,0.037,0.935,76,76,66
,,,4.22,0.035,12.518,76,76,74
,,,5.328,0.033,9.049,74,85,98
,,,10.699,0.034,25.015,128,85,98
,,,20.386,0.033,11.093,76,75,66
,,,20.255,0.035,1.144,102,79,66
,,,14.497,3.888,0.977,79,157,66
,,,5.753,20.512,11.798,102,105,117
,,,20.265,20.321,24.997,76,157,117
,,,4.143,20.285,7.103,84,157,66
,,,18.053,20.351,1.16,128,105,66
,,,20.498,20.599,0.91,102,131,66
,,,21.643,20.265,15.843,76,105,117
,,,20.685,20.268,11.48,102,157,66
,,,20.243,21.176,1.183,76,157,66
,,,0.54,20.259,0.942,79,105,66
,,,0.055,20.262,11.376,83,131,117
,,,0.2,20.254,16.438,76,131,66
,,,1.78,20.266,1.862,79,131,66
,,,17.8,20.311,1.627,128,157,66
,,,20.464,20.255,5.071,102,105,117
,,,20.305,20.54,25.036,76,131,117
,,,20.401,20.29,11.741,102,157,66
,,,20.277,20.358,1.96,76,131,66
,,,20.299,20.362,2.056,128,131,66
,,,20.687,20.75,1.414,102,105,66
,,,20.589,20.314,1.706,76,131,66
,,,20.286,20.9,2.918,102,131,66
,,,20.537,20.264,1.22,102,157,66
,,,20.379,20.273,1.849,102,131,66
,,,25.072,20.36,0.132,102,105,115
,,,20.322,20.265,6.461,102,131,66
,,,20.378,20.262,18.579,76,157,116
,,,20.244,20.453,7.351,128,105,66
,,,20.271,20.311,0.866,76,157,66
,,,20.251,20.265,1.579,102,131,66
,,,21.33,6.691,15.219,102,909,116
,,,20.654,13.696,25.043,76,105,116
,,,12.995,20.264,2.015,88,157,66
,,,0.206,20.262,1.564,76,105,66
,,,7.072,20.317,1.952,102,157,66
,,,20.403,2.311,2.004,102,74,66
,,,20.952,17.956,0.486,76,131,66
,,,20.252,20.27,16.919,102,105,116
,,,20.417,19.116,6.913,76,74,66
,,,11.582,1.193,1.721,76,157,66
,,,1.863,20.359,0.672,74,131,66
,,,6.802,20.263,15.679,128,131,116
,,,13.207,20.26,11.314,74,157,66
,,,7.053,20.268,1.509,102,79,66
,,,20.586,20.327,1.511,76,157,66
,,,20.447,20.316,0.704,102,160,66
,,,20.249,20.629,9.965,76,108,116
,,,11.174,20.292,16.296,76,160,66
,,,9.081,21.313,0.363,128,82,66
,,,20.235,7.718,8.373,102,74,116
,,,20.305,12.62,24.955,76,160,116
,,,21.519,20.258,25.018,102,160,116
,,,20.257,20.275,1.752,102,108,66
,,,10.6,11.994,0.381,76,74,66
,,,0.36,8.278,22.873,76,160,116
,,,9.573,20.273,20.427,102,82,90
,,,20.337,20.28,1.318,102,160,66
,,,20.516,20.271,0.092,76,160,118
,,,17.718,20.259,1.165,74,108,66
,,,3.2,20.552,2.055,102,160,116
,,,16.79,20.381,16.003,74,134,907
,,,3.467,20.236,8.907,102,134,116
,,,9.582,20.49,1.881,76,134,66
,,,10.663,20.799,1.331,102,108,66
,,,20.491,20.277,21.8,102,134,116
,,,20.363,20.273,6.566,76,134,66
,,,20.273,20.343,2.602,102,160,66
,,,20.432,20.379,15.87,102,134,116
,,,0.22,20.443,11.357,79,108,66
,,,8.961,20.271,3.92,84,134,66
,,,11.188,20.266,10.788,102,160,115
,,,20.272,21.324,25.003,102,134,117
,,,20.789,20.273,21.011,102,134,66
,,,20.321,20.36,0.608,76,134,66
,,,20.252,20.303,3.356,102,134,98
,,,8.131,20.268,25.023,79,134,97
,,,0.331,22.003,17.467,76,134,66
,,,0.577,20.273,1.48,79,134,66
,,,11.229,20.274,6.044,102,160,97
,,,3.493,20.274,20.195,87,108,66
,,,16.764,6.234,1.085,102,85,66
,,,20.578,0.055,3.968,102,85,97
,,,20.272,0.052,24.727,76,85,66
,,,20.324,0.044,0.256,102,85,97
,,,20.324,0.043,1.094,102,101,66
,,,20.273,0.041,23.948,102,76,97
,,,20.256,13.802,20.658,102,135,66
,,,20.81,20.266,1.222,76,135,66
,,,20.323,20.245,1.824,102,135,66
,,,20.256,20.278,0.932,102,161,66
,,,21.739,20.311,0.334,102,109,97
,,,21.425,20.299,1.294,102,135,66
,,,20.261,20.816,1.693,76,135,66
,,,20.258,13.33,1.107,128,74,66
,,,20.586,6.934,1.266,102,161,66
,,,20.278,20.247,19.683,76,135,97
,,,20.262,20.262,25.104,102,109,97
,,,20.278,12.575,5.369,76,74,66
,,,20.775,7.681,1.313,128,135,66
,,,4.511,20.269,18.35,76,161,97
,,,19.499,20.346,10.269,102,135,66
,,,20.378,20.495,1.604,76,135,66
,,,20.256,20.248,6.058,102,111,66
,,,20.301,13.244,7.09,102,84,97
,,,12.091,0.059,15.306,74,85,66
,,,8.196,0.037,2.357,102,85,66
,,,0.985,0.045,0.674,76,79,66
,,,19.823,0.071,6.949,74,85,97
,,,0.16,7.215,19.533,102,137,66
,,,20.262,20.332,1.483,76,187,66
,,,20.261,20.257,1.764,102,109,66
,,,20.861,23.924,1.299,102,135,66
,,,20.674,15.842,0.607,76,74,97
,,,0.09,4.515,25.037,102,109,97
,,,20.228,20.277,0.177,102,161,66
,,,20.267,20.297,1.591,76,161,66
,,,20.251,20.31,8.273,102,109,66
,,,21.132,4.531,14.924,102,74,97
,,,19.917,15.725,8.917,76,135,85
,,,0.075,20.259,3.754,76,160,79
,,,0.425,111.618,12.343,102,341,97
,,,20.577,50.937,9.514,102,208,90
,,,20.278,8.326,1.036,102,85,118
,,,1.04,0.065,14.421,88,76,97
,,,14.851,0.041,0.361,74,76,66
,,,4.373,0.039,1.384,76,85,66
,,,18.194,0.037,1.201,74,85,66
,,,2.039,0.036,0.396,102,76,66
,,,18.87,0.037,8.351,76,76,74
,,,1.348,0.033,13.342,102,79,97
,,,20.317,0.038,4.713,102,88,66
,,,20.261,1.536,1.66,102,130,66
,,,20.256,25.87,1.326,76,104,66
,,,18.56,27.572,17.305,75,182,97
,,,0.516,53.238,9.804,75,208,66
,,,0.227,14.162,15.226,75,104,97
,,,0.373,26.934,14.601,75,156,66
,,,0.967,4.66,0.546,75,76,66
,,,0.707,0.05,9.827,128,76,97
,,,6.212,0.042,19.686,79,85,66
,,,12.078,83.561,0.565,84,85,66
,,,1.925,0.049,4.723,76,85,98
,,,20.227,0.044,25.008,102,85,98
,,,20.547,0.173,24.988,102,259,98
,,,20.412,10.414,20.837,76,155,66
,,,20.272,30.942,0.6,128,155,66
,,,17.241,3.614,3.569,79,101,98
,,,0.286,0.07,25.008,76,85,98
,,,0.625,0.039,0.239,83,85,66
,,,0.058,0.044,1.629,79,87,66
,,,2.055,0.041,1.813,102,76,66
,,,20.249,15.702,21.343,76,103,98
,,,20.801,20.278,6.439,102,155,66
,,,20.259,20.259,1.462,76,129,66
,,,20.264,21.401,17.076,128,129,98
,,,20.809,20.321,11.648,102,129,66
,,,20.266,20.492,1.458,76,103,66
,,,20.257,20.252,0.661,102,155,66
,,,20.693,20.26,11.288,76,129,98
,,,20.367,25.824,16.66,128,155,74
,,,20.284,3.826,8.286,102,76,98
,,,20.303,0.059,5.343,76,85,66
,,,20.27,0.058,1.565,102,85,66
,,,20.332,11.76,1.453,76,76,66
,,,20.734,0.057,4.398,128,76,66
,,,20.253,0.037,0.145,102,76,66
,,,20.257,0.036,0.108,76,76,66
,,,27.134,0.036,0.816,102,85,66
,,,20.243,0.034,1.068,102,85,66
,,,20.709,2.052,10.138,102,74,98
,,,9.86,2.459,19.686,76,129,74
,,,10.381,54.456,0.422,102,74,74
,,,20.255,70.431,4.864,102,388,98
,,,20.264,7.951,15.075,76,75,66
,,,20.406,0.06,1.584,102,79,66
,,,0.921,0.063,0.779,74,75,66
,,,19.373,0.045,7.58,128,79,98
,,,8.108,0.035,20.121,76,85,66
,,,2.517,0.049,1.447,74,85,66
,,,9.647,2.441,0.554,76,102,66
,,,4.762,20.553,2.861,87,128,98
,,,15.59,28.722,25.024,102,180,98
,,,20.519,32.695,0.136,76,154,66
,,,20.741,0.157,2.292,102,85,66
,,,20.266,0.048,1.049,128,85,66
,,,6.937,0.064,21.518,76,85,98
,,,13.323,0.045,5.129,76,85,66
,,,20.252,0.043,1.461,102,101,66
,,,20.263,9.932,2.444,76,76,66
,,,20.288,19.042,15.983,128,74,98
,,,20.265,1.812,10.102,102,128,66
,,,7.196,21.16,1.628,76,128,66
,,,0.162,3.034,1.065,76,76,66
,,,12.897,0.063,1.72,76,84,90
,,,20.26,0.04,1.405,102,76,118
,,,6.656,0.058,9.068,74,84,98
,,,14.512,0.05,25.026,102,85,98
,,,5.519,0.041,24.958,74,85,98
,,,14.737,0.039,10.378,102,79,66
,,,15.423,0.045,1.923,87,79,66
,,,2.848,0.04,1.672,115,85,66
,,,2.019,20.962,1.45,102,154,66
,,,6.138,19.338,9.601,76,74,98
,,,14.141,2.575,14.975,76,128,66
,,,20.474,29.688,1.488,102,154,66
,,,20.622,13.431,0.636,102,102,66
,,,20.257,0.102,7.884,102,85,98
,,,15.995,0.062,20.273,79,76,66
,,,4.254,0.04,1.553,102,76,66
,,,5.361,0.039,0.554,84,76,66
,,,14.894,0.038,2.616,76,76,98
,,,20.253,0.038,25.158,102,85,98
,,,20.46,22.353,0.018,102,154,66
,,,20.261,34.887,1.73,102,154,66
,,,20.23,14.523,0.297,102,128,66
,,,5.781,20.282,22.922,79,128,98
,,,0.056,22.568,5.033,76,128,66
,,,0.411,7.827,2.302,79,85,66
,,,14.098,0.056,0.363,76,76,66
,,,20.955,0.039,17.29,102,79,98
,,,20.678,0.041,25.016,102,92,98
,,,33.002,0.034,24.989,128,76,98
,,,10.282,0.038,5.148,76,76,66
,,,20.407,0.034,2.82,102,79,66
,,,20.282,0.038,0.235,76,76,66
,,,20.256,0.036,16.822,102,76,98
,,,20.292,35.043,9.958,128,180,66
,,,20.463,13.333,1.543,76,128,66
,,,20.264,20.269,0.503,102,102,66
,,,20.265,20.259,12.975,76,128,98
,,,21.114,20.355,15.222,102,154,66
,,,20.658,13.357,1.519,128,85,66
,,,20.64,0.057,0.499,76,85,66
,,,20.893,0.039,7.763,102,83,98
,,,20.274,0.058,20.922,76,85,66
,,,20.227,0.048,1.499,102,85,66
,,,21.019,0.062,1.413,128,92,66
,,,18.515,0.057,1.128,76,76,98
,,,2.201,0.049,25.046,76,79,98
,,,20.384,0.047,15.459,102,76,66
,,,20.26,0.039,1.514,102,76,66
,,,20.735,0.046,1.503,76,79,66
,,,4.793,6.428,1.421,74,106,66
,,,15.482,20.264,1.54,128,132,66
,,,13.416,20.261,1.482,74,132,66
,,,4.33,20.261,1.552,76,106,66
,,,2.554,20.27,0.483,76,158,98
,,,21.529,20.258,0.84,102,132,66
,,,20.257,20.254,24.198,102,132,98
,,,20.323,20.298,25.038,76,136,66
,,,1.646,4.678,0.377,909,76,98
,,,19.109,0.064,0.962,128,76,66
,,,15.814,0.046,24.053,76,85,98
,,,4.456,0.05,3.782,102,76,74
,,,0.65,0.037,1.371,46,85,66
,,,19.676,0.036,1.233,76,85,66
,,,20.387,0.038,18.623,102,101,98
,,,20.29,0.035,9.952,102,76,66
,,,20.308,0.037,1.67,102,76,66
,,,15.799,0.037,13.385,76,84,98
,,,0.481,0.038,15.44,76,85,66
,,,3.998,0.034,4.788,102,76,66
,,,21.73,0.036,0.359,76,84,66
,,,13.579,0.038,4.394,74,85,98
,,,6.946,0.035,21.062,102,79,66
,,,11.043,0.037,0.213,74,85,66
,,,9.328,0.038,0.927,102,79,66
,,,20.432,0.036,2.823,102,76,98
,,,15.167,14.93,24.97,76,110,98
,,,5.429,26.509,25.017,102,186,98
,,,20.45,123.932,19.531,76,391,66
,,,22.512,3.439,1.827,102,76,66
,,,20.347,0.063,3.631,128,76,98
,,,20.271,6.679,24.648,76,78,66
,,,0.743,22.681,0.373,79,129,98
,,,11.258,20.272,1.312,84,155,66
,,,8.278,17.001,1.459,102,74,66
,,,20.4,26.135,22.225,76,180,98
,,,20.938,10.277,4.643,102,102,66
,,,20.261,20.4,1.372,128,128,66
,,,20.288,3.187,19.412,76,74,98
,,,12.432,17.563,9.126,79,128,66
,,,0.12,20.335,1.416,76,154,66
,,,1.604,20.276,2.238,79,128,66
,,,7.098,20.909,0.514,102,102,66
,,,7.059,21.63,11.834,83,128,98
,,,13.203,1.77,14.452,76,76,66
,,,23.424,0.055,1.723,102,85,66
,,,20.392,0.047,8.846,128,76,98
,,,20.27,0.041,24.987,76,76,98
,,,15.445,0.046,25.016,87,85,98
,,,5.64,0.042,15.009,102,85,66
,,,21.03,0.042,0.68,102,85,66
,,,21.274,0.04,9.312,102,92,98
,,,20.917,0.04,19.049,102,101,66
,,,20.304,0.041,2.241,102,85,66
,,,21.187,0.041,3.698,76,85,98
,,,20.318,0.041,24.068,102,76,66
,,,20.287,0.041,0.923,102,76,98
,,,22.835,0.04,2.183,102,85,66
,,,20.28,0.04,22.83,102,76,98
,,,21.232,0.039,4.258,76,85,66
,,,22.034,0.039,1.463,102,76,66
,,,20.276,0.04,19.57,128,76,98
,,,20.392,18.062,11.093,76,128,90
,,,20.296,22.262,13.722,102,154,66
,,,1.405,20.269,0.173,76,128,98
,,,19.945,20.247,1.823,102,128,66
,,,21.617,5.961,2.139,76,74,66
,,,0.176,14.305,0.883,74,128,66
,,,20.131,21.682,1.694,128,154,66
,,,9.857,20.278,1.615,74,102,66
,,,10.52,3.734,1.442,76,74,66
,,,19.146,16.535,1.278,76,128,66
,,,3.67,20.272,14.261,102,128,98
,,,20.688,20.256,25.068,102,128,98
,,,23.12,20.248,9.266,102,155,66
,,,20.623,20.278,1.237,102,103,66
,,,20.264,20.263,2.292,102,129,66
,,,13.132,20.351,12.111,76,129,98
,,,9.053,23.382,13.567,76,129,66
,,,21.161,24.777,1.522,102,181,66
,,,20.33,20.283,1.66,128,103,66
,,,20.263,20.254,8.265,76,129,98
,,,20.278,24.038,18.613,102,129,66
,,,11.959,4.924,1.511,76,76,66
,,,0.092,0.06,0.768,76,76,66
,,,10.555,18.627,4.088,76,129,98
,,,5.17,21.081,23.876,74,155,66
,,,15.738,27.97,1.105,102,155,98
,,,4.254,15.25,0.417,74,85,66
,,,16.015,0.045,0.649,128,76,66
,,,20.423,0.043,23.954,76,76,98
,,,20.279,0.031,19.528,102,87,66
,,,8.838,0.031,1.157,76,85,66
,,,13.375,0.03,0.396,102,75,66
,,,20.667,0.029,3.909,76,79,98
,,,20.511,0.032,25.022,128,85,98
,,,20.593,0.032,24.985,76,75,98
,,,11.895,5.295,7.078,79,129,66
,,,8.394,0.32,1.409,102,79,66
,,,6.057,0.037,0.409,84,85,66
,,,14.859,0.033,16.111,102,85,98
,,,20.285,0.04,8.35,76,85,66
,,,20.276,0.035,1.505,128,85,66
,,,21.785,0.035,0.661,102,88,66
,,,20.407,0.034,14.491,76,85,98
,,,4.022,0.036,13.6,79,101,66
,,,0.075,0.033,1.086,76,76,66
,,,0.055,118.604,0.41,79,362,66
,,,17.863,11.026,9.91,102,102,98
,,,20.263,41.915,18.5,102,206,66
,,,20.269,12.786,1.226,102,102,66
,,,20.259,8.138,0.406,102,88,66
,,,20.713,0.065,4.841,76,76,98
,,,20.277,18.642,25.039,102,154,98
,,,20.274,27.156,13.454,128,154,66
,,,20.249,5.999,1.238,76,84,66
,,,20.285,0.06,0.461,102,85,66
,,,20.241,0.044,9.977,76,76,98
,,,20.255,0.059,25.076,102,84,98
,,,20.362,0.052,23.146,128,85,66
,,,21.114,0.063,1.197,76,79,66
,,,20.304,0.055,0.571,102,85,98
,,,20.723,15.887,0.575,102,128,66
,,,23.151,15.788,24.526,76,79,98
,,,20.281,0.047,3.067,128,85,66
,,,20.263,0.036,1.109,76,76,66
,,,20.267,0.035,0.276,102,76,66
,,,16.644,0.035,20.54,76,76,98
,,,3.63,0.034,8.136,102,76,66
,,,20.251,0.032,1.295,76,85,66
,,,12.905,0.032,0.603,74,76,66
,,,7.326,0.032,12.836,128,85,101
,,,20.224,0.033,2.114,76,76,98
,,,2.21,0.032,7.783,74,76,90
,,,18.087,6.014,17.236,102,129,98
,,,16.23,0.713,2.063,76,909,74
,,,4.019,19.844,2.391,102,129,66
,,,20.22,20.305,1.706,76,103,66
,,,20.24,20.278,3.941,128,181,66
,,,20.255,7.078,0.131,76,74,66
,,,20.869,1.003,14.794,102,79,98
,,,16.527,0.058,8.335,76,76,66
,,,3.727,0.041,1.538,102,76,66
,,,3.718,0.044,0.543,87,85,66
,,,16.539,0.04,1.3,76,79,66
,,,20.282,12.156,1.353,128,103,66
,,,20.995,44.454,1.128,102,74,66
,,,20.785,96.105,1.255,76,440,66
,,,15.304,11.495,2.098,76,102,66
,,,0.063,7.311,7.417,76,85,98
,,,4.89,0.049,25.232,102,76,98
,,,4.85,0.039,18.309,74,76,66
,,,15.39,0.062,0.917,76,85,66
,,,2.173,0.04,1.113,74,85,66
,,,18.094,0.039,4.469,128,101,98
,,,20.25,0.037,23.121,102,85,66
,,,20.885,0.038,0.922,76,85,66
,,,14.725,0.037,0.937,76,76,98
,,,5.611,0.038,25.015,102,85,98
,,,20.258,0.034,3.248,76,85,66
,,,20.287,0.038,1.736,128,76,66
,,,20.262,0.036,20.006,102,75,98
,,,20.414,0.036,8.899,76,75,66
,,,5.676,0.037,0.917,79,75,66
,,,8.326,0.035,15.192,84,75,98
,,,8.16,0.036,25.009,102,75,98
,,,20.29,0.037,3.91,102,76,66
,,,20.274,0.036,1.547,102,76,66
,,,20.26,0.039,19.539,102,76,98
,,,20.971,12.21,24.991,76,102,98
,,,12.653,31.06,13.216,79,180,66
,,,0.56,10.8,1.207,76,102,66
,,,0.051,21.967,10.594,79,74,98
,,,7.041,0.944,4.376,102,128,74
,,,8.065,20.263,13.933,83,128,66
,,,12.182,20.303,1.043,128,154,66
,,,20.468,20.257,1.137,76,128,66
,,,20.256,4.872,0.292,102,74,66
,,,20.459,15.373,4.202,102,128,98
,,,20.57,20.255,9.426,76,128,74
,,,20.43,20.246,13.809,128,103,66
,,,20.899,20.253,1.548,76,155,66
,,,20.268,20.251,0.211,102,129,98
,,,20.311,20.273,4.13,102,129,74
,,,20.521,7.428,20.877,76,85,98
,,,20.447,0.058,19.051,128,76,66
,,,20.285,0.046,1.151,76,87,66
,,,20.265,0.054,1.216,102,85,66
,,,20.252,0.042,3.586,102,76,98
,,,20.337,0.043,23.607,76,76,66
,,,20.72,0.044,0.771,128,85,66
,,,20.254,0.044,0.609,76,75,98
,,,20.58,0.043,25.164,102,79,98
,,,20.281,0.058,24.858,102,85,98
,,,12.046,0.045,7.59,76,75,90
,,,9.075,0.044,0.938,76,79,66
,,,1.383,14.28,1.152,74,129,66
,,,19.243,20.427,0.405,128,103,66
,,,10.754,20.568,14.915,74,181,98
,,,9.514,20.267,13.462,102,103,66
,,,20.357,20.292,0.581,76,129,66
,,,20.31,20.582,10.971,102,129,98
,,,10.606,20.262,18.96,76,129,66
,,,10.373,20.269,0.997,76,155,66
,,,20.32,20.621,5.043,128,129,98
,,,20.258,20.291,24.99,102,103,98
,,,20.264,20.266,13.383,76,129,66
,,,20.3,21.185,0.889,102,129,66
,,,11.307,20.268,10.738,76,155,98
,,,9.462,20.264,18.271,102,129,66
,,,20.308,12.121,1.544,102,85,66
,,,20.745,0.059,1.27,102,85,66
,,,20.261,0.041,1.269,76,101,66
,,,6.806,0.057,2.394,88,85,66
,,,8.808,0.047,0.283,74,76,98
,,,5.477,0.049,0.021,102,85,66
,,,9.101,0.047,1.092,76,76,66
,,,0.378,0.046,1.152,76,84,66
,,,5.06,65.43,22.771,74,284,98
,,,8.087,10.17,24.982,102,76,98
,,,20.284,20.346,3.306,102,128,66
,,,20.316,20.44,1.109,102,128,66
,,,21.285,20.248,20.584,102,128,98
,,,20.361,20.263,8.485,76,128,66
,,,8.444,20.275,2.609,76,128,66
,,,8.66,20.27,2.016,75,154,66
,,,0.505,20.272,3.626,75,102,66
,,,0.36,3.712,8.264,75,85,98
,,,0.938,0.066,13.32,75,79,66
,,,0.59,0.045,2.015,75,85,66
,,,0.735,0.048,2.667,128,79,66
,,,21.856,0.044,7,76,85,98
,,,20.269,0.042,25.157,102,76,98
,,,20.254,0.045,8.189,102,85,66
,,,9.926,0.042,1.136,79,76,66
,,,10.376,0.043,0.389,76,76,66
,,,7.963,16.446,16.988,84,130,98
,,,12.391,20.313,11.386,128,130,66
,,,21.235,2.453,1.264,102,74,66
,,,20.444,17.809,0.961,76,156,66
,,,20.253,20.297,11.373,102,130,98
,,,20.294,20.287,25.008,76,104,98
,,,7.056,1.606,21.951,79,74,66
,,,0.222,18.647,1.221,76,130,66
,,,1.689,20.252,1.051,79,156,66
,,,11.3,20.26,0.763,128,130,98
,,,20.259,20.268,25.048,102,104,117
,,,20.445,20.334,1.987,76,130,66
,,,20.352,21.62,1.944,102,130,66
,,,23.382,20.27,0.601,102,156,66
,,,8.296,9.347,20.447,88,76,117
,,,0.196,0.043,21.79,87,76,66
,,,12.236,0.061,2.393,76,79,66
,,,20.526,14.025,0.796,102,134,117
,,,22.118,20.976,0.12,76,134,66
,,,20.435,3.926,24.922,102,74,117
,,,20.271,16.408,1.709,102,108,66
,,,20.569,20.269,2.141,102,160,66
,,,20.799,20.284,0.595,102,160,66
,,,21.52,13.019,11.163,102,74,74
,,,20.287,7.223,9.409,76,108,117
,,,20.842,20.265,6.883,102,134,66
,,,20.342,20.267,1.425,102,134,66
,,,20.27,20.275,1.094,102,134,66
,,,20.517,20.274,15.56,102,160,117
,,,22.279,20.279,25.004,76,108,117
,,,17.228,20.267,16.902,76,160,66
,,,3.478,20.265,3.122,128,108,66
,,,1.526,20.27,1.653,74,134,66
,,,18.768,20.258,4.55,76,160,117
,,,8.753,20.254,20.523,74,108,66
,,,11.501,20.244,1.543,102,134,66
,,,20.275,20.43,1.101,102,134,66
,,,20.26,20.388,1.903,76,134,117
,,,9.793,21.727,24.942,909,134,117
,,,6.678,21.041,15.533,76,134,66
,,,3.798,20.263,2.729,128,160,66
,,,20.35,20.258,1.066,102,109,66
,,,20.292,20.665,5.758,76,135,117
,,,20.267,20.263,21.102,102,161,66
,,,20.261,20.258,2.889,76,109,66
,,,16.97,20.259,0.824,76,161,66
,,,5.366,20.298,0.083,128,109,117
,,,20.243,20.537,25.143,102,161,117
,,,20.258,20.481,1.453,76,135,66
,,,20.264,20.718,1.869,102,109,66
,,,12.08,20.274,1.493,74,161,66
,,,8.189,20.691,1.424,76,135,66
,,,9.854,20.281,1.44,74,135,66
,,,4.955,20.415,1.72,76,135,66
,,,0.432,22.567,2.992,76,161,66
,,,5.029,20.259,0.135,128,109,66
,,,20.243,20.245,0.543,102,135,66
,,,20.242,20.394,11.825,76,135,117
,,,21.22,6.747,25.092,102,74,117
,,,25.693,13.551,10.653,102,135,66
,,,8.844,20.726,1.527,76,161,66
,,,11.614,20.27,1.325,102,109,66
,,,20.259,2.236,11.389,102,74,117
,,,20.616,18.037,15.76,102,135,66
,,,20.247,20.264,1.765,76,161,66
,,,17.884,20.275,2.847,79,135,66
,,,2.39,21.088,1.007,102,135,66
,,,7.743,20.26,3.679,84,109,117
,,,12.529,20.264,24.963,102,135,117
,,,20.735,20.302,10.551,102,161,66
,,,20.324,21.011,2.097,102,135,66
,,,20.249,20.257,0.555,76,135,66
,,,20.334,11.484,11.783,102,74,117
,,,6.789,8.768,15.324,79,109,66
,,,0.406,20.273,1.429,76,135,66
,,,0.522,20.693,1.417,79,187,66
,,,12.777,14.631,0.973,102,74,66
,,,1.781,5.635,5.862,83,109,117
,,,18.482,20.264,20.3,102,135,66
,,,20.217,20.448,1.139,102,135,66
,,,20.274,20.252,3.551,76,135,117
,,,20.25,20.277,6.308,128,161,907
,,,20.239,20.274,18.706,102,109,117
,,,20.324,20.269,25,76,135,117
,,,21.761,20.261,5.576,102,135,66
,,,20.244,20.25,0.617,76,135,66
,,,21.293,20.26,18.808,128,161,117
,,,20.256,20.268,10.594,102,109,66
,,,20.253,20.38,1.432,76,135,66
,,,20.271,20.272,1.233,102,161,66
,,,20.244,20.254,0.669,76,109,66
,,,20.644,20.247,10.538,128,161,90
,,,20.227,20.251,0.683,102,109,117
,,,20.241,20.248,0.44,76,135,118
,,,20.25,20.286,24.562,102,161,117
,,,20.219,20.259,5.499,102,109,66
,,,11.966,20.298,1.177,74,161,66
,,,8.298,20.256,18.33,102,109,117
,,,6.199,20.264,10.185,76,161,66
,,,14.171,18.93,1.733,102,74,66
,,,1.312,1.335,13.076,74,135,98
,,,24.023,20.268,15.434,102,109,66
,,,20.244,20.338,1.867,76,161,66
,,,20.834,20.261,0.3,102,109,66
,,,20.122,20.256,7.38,76,161,97
,,,0.093,20.262,25.017,102,135,97
,,,20.207,20.312,25.146,102,135,97
,,,20.499,20.249,0.435,102,135,66
,,,21.197,20.251,1.219,76,109,66
,,,20.238,20.28,23.357,102,161,97
,,,13.583,20.265,7.197,87,135,66
,,,6.242,20.263,1.456,76,135,66
,,,0.389,1.264,0.763,102,74,66
,,,20.642,19.013,15.644,102,135,97
,,,21.385,20.272,24.965,102,161,97
,,,20.316,20.274,0.228,74,109,66
,,,2.168,0.422,1.749,76,74,66
,,,7.825,20.031,0.321,74,135,66
,,,15.297,20.272,22.726,128,135,97
,,,13.417,20.275,5.84,76,161,66
,,,0.065,20.392,1.015,76,135,66
,,,7.323,20.252,0.501,102,109,66
,,,24.777,22.051,17.648,102,135,97
,,,20.299,20.405,24.977,76,135,97
,,,20.26,20.3,0.39,102,161,66
,,,20.308,20.274,2.188,102,135,66
