Time (s),Data Rate (kbpms),Time (s),Packet Interval (ms),Packet Length (bytes)
188.75,66.696,188.749157,0.653,1514
188.76,0,188.75663,0.336,767
188.77,4.064,188.774128,17.498,508
188.78,0,188.774128,17.498,508
188.79,60.56,188.790401,16.273,1514
188.8,0,188.799457,0.658,1514
188.81,48.448,188.811981,12.524,1514
188.82,5.904,188.821644,9.01,227
188.83,60.56,188.830545,1.473,1514
188.84,24.224,188.83979,0.062,1514
188.85,36.336,188.843193,2.876,1514
188.86,16.8,188.85917,0.571,1514
188.87,12.112,188.8675,0.058,1078
188.88,12.112,188.88024,6.434,1514
188.89,24.224,188.891772,11.532,1514
188.9,24.224,188.904434,11.683,1514
188.91,24.224,188.904494,0.06,1514
188.92,39.496,188.915585,0.062,1514
188.93,60.56,188.927439,0.234,532
188.94,0,188.938018,3.504,1514
188.95,24.224,188.951031,13.013,1514
188.96,50.192,188.961817,6.098,1514
188.97,36.336,188.970061,1.986,1514
188.98,36.336,188.980066,1.806,1514
188.99,36.336,188.99021,4.457,1514
189,49.76,189.00029,3.615,1514
189.01,60.56,189.010676,2.111,1514
189.02,51.672,189.021189,3.108,1514
189.03,21.464,189.028432,2.314,403
189.04,48.448,189.039277,2.891,1514
189.05,36.336,189.052452,5.204,1514
189.06,24.224,189.060969,2.561,1514
189.07,16.088,189.070567,4.706,1304
189.08,12.112,189.08153,3.367,1514
189.09,12.112,189.091211,9.681,1514
189.1,24.224,189.104661,13.45,1514
189.11,48.448,189.110668,1.79,1514
189.12,36.336,189.118295,2.141,1514
189.13,18.408,189.130114,3.878,1326
189.14,7.8,189.144033,11.221,975
189.15,31.2,189.151369,7.336,975
189.16,23.4,189.158951,1.456,975
189.17,23.4,189.168807,1.54,975
189.18,15.6,189.180583,3.222,975
189.19,23.4,189.19123,9.067,975
189.2,21.504,189.199799,1.66,975
189.21,24.224,189.209092,1.968,1514
189.22,36.336,189.221617,8.805,1514
189.23,12.112,189.229862,6.294,1514
189.24,24.224,189.244783,12.083,1514
189.25,28.888,189.249429,4.646,1514
189.26,36.336,189.260792,3.767,1514
189.27,24.224,189.269849,5.958,1514
189.28,36.336,189.279322,1.813,1514
189.29,0,189.288962,1.852,1514
189.3,12.112,189.300902,11.94,1514
189.31,0,189.300902,11.94,1514
189.32,0,189.300902,11.94,1514
189.33,0,189.347457,46.555,1514
189.34,12.112,189.347457,46.555,1514
189.35,33.984,189.350114,2.657,1514
189.36,0,189.354435,1.853,1514
189.37,0,189.354435,1.853,1514
189.38,0,189.354435,1.853,1514
189.39,0,189.354435,1.853,1514
189.4,0,189.354435,1.853,1514
189.41,0,189.354435,1.853,1514
189.42,0,189.354435,1.853,1514
189.43,0,189.354435,1.853,1514
189.44,0,189.354435,1.853,1514
189.45,0,189.354435,1.853,1514
189.46,0,189.354435,1.853,1514
189.47,0,189.354435,1.853,1514
189.48,0,189.354435,1.853,1514
189.49,0,189.354435,1.853,1514
189.5,0,189.354435,1.853,1514
189.51,0,189.354435,1.853,1514
189.52,0,189.354435,1.853,1514
189.53,0,189.354435,1.853,1514
189.54,0,189.354435,1.853,1514
189.55,0,189.354435,1.853,1514
189.56,0,189.354435,1.853,1514
189.57,0,189.354435,1.853,1514
189.58,0,189.354435,1.853,1514
189.59,0,189.354435,1.853,1514
189.6,0,189.354435,1.853,1514
189.61,0,189.354435,1.853,1514
189.62,0,189.354435,1.853,1514
189.63,0,189.354435,1.853,1514
189.64,0,189.354435,1.853,1514
189.65,0,189.354435,1.853,1514
189.66,0,189.354435,1.853,1514
189.67,0,189.354435,1.853,1514
189.68,0,189.354435,1.853,1514
189.69,0,189.354435,1.853,1514
189.7,0,189.354435,1.853,1514
189.71,0,190.046034,691.599,1514
189.72,0,190.046034,691.599,1514
189.73,0,190.046034,691.599,1514
189.74,0,190.046034,691.599,1514
189.75,0,190.046034,691.599,1514
189.76,0,190.046034,691.599,1514
189.77,0,190.046034,691.599,1514
189.78,0,190.046034,691.599,1514
189.79,0,190.046034,691.599,1514
189.8,0,190.046034,691.599,1514
189.81,0,190.046034,691.599,1514
189.82,0,190.046034,691.599,1514
189.83,0,190.046034,691.599,1514
189.84,0,190.046034,691.599,1514
189.85,0,190.046034,691.599,1514
189.86,0,190.046034,691.599,1514
189.87,0,190.046034,691.599,1514
189.88,0,190.046034,691.599,1514
189.89,0,190.046034,691.599,1514
189.9,0,190.046034,691.599,1514
189.91,0,190.046034,691.599,1514
189.92,0,190.046034,691.599,1514
189.93,0,190.046034,691.599,1514
189.94,0,190.046034,691.599,1514
189.95,0,190.046034,691.599,1514
189.96,0,190.046034,691.599,1514
189.97,0,190.046034,691.599,1514
189.98,0,190.046034,691.599,1514
189.99,0,190.046034,691.599,1514
190,0,190.046034,691.599,1514
190.01,0,190.046034,691.599,1514
190.02,0,190.046034,691.599,1514
190.03,0,190.046034,691.599,1514
190.04,48.448,190.046034,691.599,1514
190.05,0,190.04621,0.022,1514
190.06,0,190.04621,0.022,1514
190.07,0,190.04621,0.022,1514
190.08,0,190.04621,0.022,1514
190.09,0,190.04621,0.022,1514
190.1,0,190.145973,99.763,1514
190.11,0,190.145973,99.763,1514
190.12,0,190.145973,99.763,1514
190.13,0,190.145973,99.763,1514
190.14,329.656,190.145973,99.763,1514
190.15,0,190.146555,0.018,1514
190.16,0,190.146555,0.018,1514
190.17,0,190.188005,41.45,1514
190.18,72.672,190.188005,41.45,1514
190.19,17.992,190.18819,0.031,1514
190.2,0,190.199638,4.165,735
190.21,21.408,190.210794,11.156,1078
190.22,12.112,190.218962,7.302,1514
190.23,12.112,190.22628,7.318,1514
190.24,24.224,190.241756,7.305,1514
190.25,0,190.249894,8.138,1514
190.26,24.224,190.260376,10.482,1514
190.27,12.112,190.267584,7.208,1514
190.28,19.44,190.282446,7.364,1514
190.29,12.112,190.287873,4.129,716
190.3,12.112,190.303342,7.367,1514
190.31,24.224,190.311557,8.215,1514
190.32,12.112,190.319318,7.761,1514
190.33,12.112,190.326637,7.319,1514
190.34,12.112,190.337699,11.062,1514
190.35,10.312,190.351312,6.413,1289
190.36,24.224,190.361026,9.714,1514
190.37,12.112,190.368354,7.328,1514
190.38,12.112,190.383051,7.265,1514
190.39,24.224,190.391701,8.65,1514
190.4,12.112,190.399158,7.457,1514
190.41,0,190.40655,7.392,1514
190.42,9.336,190.425295,18.745,1167
190.43,39.16,190.430695,5.4,1078
190.44,31.712,190.43951,2.743,1514
190.45,22.736,190.450347,2.777,1078
190.46,39,190.460184,1.869,975
190.47,23.4,190.469523,2.174,975
190.48,15.6,190.47954,4.939,975
190.49,7.8,190.489771,5.043,975
190.5,15.6,190.500772,5.344,975
190.51,15.6,190.511074,5.097,975
190.52,15.6,190.521204,5.037,975
190.53,5.968,190.531909,5.317,214
190.54,8.624,190.535292,3.383,532
190.55,10.512,190.552101,4.298,514
190.56,8.624,190.5573,4.3,715
190.57,20.8,190.570348,6.688,85
190.58,18.224,190.578014,2.539,1078
190.59,22.912,190.59251,5.781,1454
190.6,12.112,190.599198,6.688,1410
190.61,12.144,190.611353,3.166,440
190.62,6.144,190.618486,7.133,1078
190.63,12.112,190.631092,6.598,1514
190.64,12.112,190.64016,9.068,1514
190.65,11.224,190.652353,12.193,872
190.66,41.44,190.660512,4.723,1514
190.67,35.048,190.669241,2.318,1078
190.68,45.128,190.681346,2.913,1514
190.69,34.64,190.689405,2.893,1514
190.7,31.76,190.701403,3.641,1514
190.71,16.272,190.710837,1.681,620
190.72,0,190.716996,4.077,532
190.73,0,190.716996,4.077,532
190.74,0,190.716996,4.077,532
190.75,0,190.716996,4.077,532
190.76,0,190.788308,71.312,514
190.77,0,190.788308,71.312,514
190.78,4.112,190.788308,71.312,514
190.79,0,190.788308,71.312,514
190.8,0,190.788308,71.312,514
190.81,0,190.788308,71.312,514
190.82,0,190.844186,55.878,1514
190.83,0,190.844186,55.878,1514
190.84,58.576,190.844186,55.878,1514
190.85,10.064,190.850641,3.217,1258
190.86,33.64,190.863507,12.866,1514
190.87,21.096,190.865002,0.544,1177
190.88,38.544,190.87892,0.828,76
190.89,0,190.889081,2.937,561
190.9,0,190.889081,2.937,561
190.91,0,190.920795,31.714,1514
190.92,27.584,190.920795,31.714,1514
190.93,0,190.921956,0.178,420
190.94,1.296,190.941637,19.681,76
190.95,33.984,190.950106,7.615,84
190.96,0,190.957808,0.503,1136
190.97,8.624,190.970119,12.311,1078
190.98,0,190.970119,12.311,1078
190.99,17.784,190.990583,20.464,709
191,25.624,191.00014,1.058,1514
191.01,0,191.009478,6.214,116
191.02,23.44,191.023465,13.987,1514
191.03,1.616,191.029369,1.82,79
191.04,35.16,191.042639,8.7,1514
191.05,20.016,191.049032,0.422,1367
191.06,0,191.059391,0.017,84
191.07,8.624,191.075593,16.202,1078
191.08,36.184,191.082032,6.439,1514
191.09,3.912,191.091192,5.552,489
191.1,0,191.091192,5.552,489
191.11,0,191.091192,5.552,489
191.12,24.224,191.129167,37.975,1514
191.13,9.656,191.130271,0.947,1207
191.14,0,191.130271,0.947,1207
191.15,0,191.160106,29.835,975
191.16,7.8,191.160106,29.835,975
191.17,158.8,191.170945,10.839,975
191.18,8.68,191.180279,0.634,1003
191.19,7.936,191.189734,9.455,82
191.2,0,191.192099,0.196,79
191.21,34.24,191.21177,19.671,1514
191.22,1.664,191.213022,0.076,208
191.23,8.624,191.229209,16.187,208
191.24,0,191.23567,6.461,1078
191.25,12.112,191.253654,17.984,1514
191.26,21.424,191.261154,7.5,1514
191.27,1.248,191.272602,11.415,78
191.28,12.112,191.273039,0.437,78
191.29,25.456,191.289746,16.707,1514
191.3,0,191.299451,0.026,524
191.31,0,191.299451,0.026,524
191.32,0,191.335357,35.906,1514
191.33,12.112,191.335357,35.906,1514
191.34,22.584,191.344616,9.259,1514
191.35,0,191.344679,0.063,1309
191.36,0,191.344679,0.063,1309
191.37,12.112,191.379925,35.246,1514
191.38,0,191.379925,35.246,1514
191.39,39.888,191.393366,13.441,1514
191.4,0,191.393729,0.248,934
191.41,12.112,191.416892,23.163,1514
191.42,21.848,191.416892,23.163,1514
191.43,0,191.424923,0.067,1217
191.44,0,191.424923,0.067,1217
191.45,0,191.465713,40.79,1514
191.46,24.224,191.465713,40.79,1514
191.47,12.104,191.470155,0.487,1513
191.48,0,191.470155,0.487,1513
191.49,5.768,191.493707,23.552,637
191.5,60.56,191.498512,4.805,84
191.51,4.576,191.511713,4.127,572
191.52,0,191.511713,4.127,572
191.53,0,191.54467,32.957,1514
191.54,12.112,191.54467,32.957,1514
191.55,48.448,191.54467,32.957,1514
191.56,2.392,191.559703,0.027,1514
191.57,9.248,191.574127,11.697,1078
191.58,12.112,191.577956,3.829,78
191.59,48.448,191.585708,7.752,1514
191.6,12.08,191.600025,0.677,698
191.61,0,191.600556,0.458,696
191.62,36.336,191.623906,23.35,1514
191.63,31.304,191.631472,3.017,1514
191.64,0,191.637706,5.705,885
191.65,0,191.637706,5.705,885
191.66,12.112,191.668502,30.796,1514
191.67,65.056,191.670425,1.923,1514
191.68,0.672,191.674123,0.076,76
191.69,109.2,191.689128,15.005,84
191.7,60.752,191.700072,0.425,975
191.71,39.584,191.709983,2.704,1514
191.72,0,191.713982,0.154,406
191.73,0,191.713982,0.154,406
191.74,0,191.752577,38.595,1514
191.75,70.056,191.752577,38.595,1514
191.76,0,191.759567,1.159,1187
191.77,0,191.759567,1.159,1187
191.78,1.264,191.785095,25.528,79
191.79,72.384,191.790522,4.905,1514
191.8,0,191.799143,0.329,732
191.81,0,191.799143,0.329,732
191.82,0,191.83466,35.517,1514
191.83,60.56,191.83466,35.517,1514
191.84,30.832,191.837978,0.614,1514
191.85,0,191.845679,0.019,826
191.86,8.624,191.869807,24.128,1078
191.87,48.448,191.869807,24.128,1078
191.88,40.112,191.879787,1.621,1514
191.89,7.576,191.890796,6.835,208
191.9,0,191.896744,2.49,520
191.91,12.112,191.91979,23.046,1514
191.92,75.936,191.91979,23.046,1514
191.93,0,191.928549,0.384,408
191.94,0,191.928549,0.384,408
191.95,36.336,191.957864,29.315,1514
191.96,48.448,191.959518,0.661,1514
191.97,7.608,191.969877,0.672,1514
191.98,0,191.9706,0.723,951
191.99,4.136,191.997176,26.576,517
192,54.632,192.000246,3.07,1514
192.01,0,192.004939,0.105,773
192.02,0,192.004939,0.105,773
192.03,0,192.041844,36.905,1514
192.04,66.736,192.041844,36.905,1514
192.05,8.624,192.049833,1.497,772
192.06,0,192.055788,5.955,1078
192.07,0,192.082616,26.828,1514
192.08,69.496,192.082616,26.828,1514
192.09,3.912,192.089149,0.811,1117
192.1,0,192.098145,8.996,489
192.11,0,192.098145,8.996,489
192.12,36.336,192.127343,29.198,1514
192.13,12.112,192.129019,0.684,1514
192.14,21.608,192.140301,0.664,1514
192.15,0,192.14954,8.435,91
192.16,12.112,192.167309,17.769,1514
192.17,66.16,192.171572,4.263,1514
192.18,0.632,192.178668,2.495,1078
192.19,5.856,192.188705,10.037,79
192.2,12.112,192.199598,10.893,732
192.21,57.152,192.209148,9.55,1514
192.22,54.6,192.217119,0.378,1088
192.23,23.4,192.22879,0.437,975
192.24,64,192.244398,12.176,975
192.25,60.56,192.244682,0.016,200
192.26,7.008,192.259414,0.387,1514
192.27,0,192.260631,1.217,876
192.28,0,192.291036,30.405,78
192.29,24.848,192.291036,30.405,78
192.3,24.224,192.299658,0.064,1514
192.31,29.856,192.31361,10.633,1514
192.32,0,192.316457,0.047,505
192.33,36.336,192.338037,21.58,1514
192.34,36.336,192.340198,1.065,1514
192.35,14.04,192.351166,3.422,1514
192.36,0,192.351236,0.07,241
192.37,8.624,192.374064,22.828,1078
192.38,24.224,192.374064,22.828,1078
192.39,12.112,192.389172,0.059,1514
192.4,54.648,192.404906,12.798,1514
192.41,36.336,192.409131,0.255,84
192.42,53.328,192.419748,0.677,1514
192.43,0,192.424501,0.707,610
192.44,0,192.424501,0.707,610
192.45,0,192.466141,41.64,1514
192.46,12.112,192.466141,41.64,1514
192.47,0,192.466141,41.64,1514
192.48,36.336,192.485504,19.363,1514
192.49,24.224,192.486478,0.907,1514
192.5,0,192.496025,0.98,1514
192.51,30.632,192.513401,17.376,1237
192.52,24.224,192.523906,10.416,1514
192.53,24.224,192.524546,0.64,1514
192.54,41.16,192.541179,4.422,1514
192.55,36.336,192.549289,5.171,1514
192.56,34.912,192.560244,0.653,1514
192.57,0,192.563906,0.053,1336
192.58,0,192.563906,0.053,1336
192.59,8.624,192.59679,32.884,1078
192.6,24.224,192.60095,4.16,1514
192.61,36.336,192.609995,9.045,1514
192.62,35.704,192.619585,7.927,1514
192.63,0,192.627082,4.038,116
192.64,0,192.627082,4.038,116
192.65,60.56,192.653987,26.905,1514
192.66,25.936,192.656882,1.918,1514
192.67,48.448,192.671261,3.945,1514
192.68,12.112,192.679118,3.874,1514
192.69,21.928,192.690508,5.814,1514
192.7,4.056,192.702883,10.258,507
192.71,12.112,192.710757,7.874,1514
192.72,24.224,192.727191,16.434,1514
192.73,36.336,192.729304,2.113,1514
192.74,11.464,192.742273,7.421,1273
192.75,24.224,192.751059,7.791,1514
192.76,36.336,192.760083,1.909,1514
192.77,24.224,192.768978,1.78,1514
192.78,0,192.77681,4.085,1514
192.79,0,192.801308,24.498,1083
192.8,8.664,192.801308,24.498,1083
192.81,7.8,192.811031,9.723,975
192.82,7.8,192.822347,11.316,975
192.83,7.8,192.822347,11.316,975
192.84,7.8,192.838364,16.017,975
192.85,7.8,192.851244,2.924,975
192.86,23.4,192.860004,8.76,975
192.87,15.6,192.871468,8.007,975
192.88,7.8,192.885582,12.662,975
192.89,0,192.885582,12.662,975
192.9,15.6,192.901769,16.187,975
192.91,0,192.908777,7.008,975
192.92,7.8,192.927129,18.352,975
192.93,0,192.927129,18.352,975
192.94,7.8,192.944159,17.03,975
192.95,0,192.944159,17.03,975
192.96,0,192.944159,17.03,975
192.97,0,192.982474,38.315,975
192.98,15.6,192.982474,38.315,975
192.99,30.344,192.986964,4.49,975
193,12.112,192.999668,3.999,1514
193.01,12.112,193.001449,1.781,1514
193.02,0,193.019059,17.61,1514
193.03,12.112,193.03651,17.451,1514
193.04,0,193.03651,17.451,1514
193.05,0,193.03651,17.451,1514
193.06,12.112,193.066815,30.305,1514
193.07,0,193.066815,30.305,1514
193.08,0,193.066815,30.305,1514
193.09,12.112,193.094606,27.791,1514
193.1,12.696,193.094606,27.791,1514
193.11,5.392,193.106393,0.686,73
193.12,0,193.119696,0.679,79
193.13,12.112,193.13457,14.874,1514
193.14,0,193.13457,14.874,1514
193.15,12.112,193.150419,15.849,1514
193.16,0,193.150419,15.849,1514
193.17,0,193.150419,15.849,1514
193.18,0,193.190346,39.927,1514
193.19,24.224,193.190346,39.927,1514
193.2,0,193.199345,8.999,1514
193.21,0,193.199345,8.999,1514
193.22,0,193.199345,8.999,1514
193.23,0,193.199345,8.999,1514
193.24,0,193.199345,8.999,1514
193.25,0,193.199345,8.999,1514
193.26,0,193.199345,8.999,1514
193.27,0,193.199345,8.999,1514
193.28,0,193.199345,8.999,1514
193.29,0,193.365966,166.621,1514
193.3,0,193.365966,166.621,1514
193.31,0,193.365966,166.621,1514
193.32,0,193.365966,166.621,1514
193.33,0,193.365966,166.621,1514
193.34,0,193.365966,166.621,1514
193.35,0,193.365966,166.621,1514
193.36,48.096,193.365966,166.621,1514
193.37,0,193.366079,0.027,1514
193.38,0,193.366079,0.027,1514
193.39,0,193.366079,0.027,1514
193.4,0,193.366079,0.027,1514
193.41,0,193.366079,0.027,1514
193.42,0,193.46595,99.871,1514
193.43,0,193.46595,99.871,1514
193.44,0,193.46595,99.871,1514
193.45,0,193.46595,99.871,1514
193.46,12.112,193.46595,99.871,1514
193.47,0,193.46595,99.871,1514
193.48,0,193.46595,99.871,1514
193.49,0,193.46595,99.871,1514
193.5,0,193.46595,99.871,1514
193.51,0,193.46595,99.871,1514
193.52,0,193.46595,99.871,1514
193.53,0,193.46595,99.871,1514
193.54,0,193.46595,99.871,1514
193.55,0,193.62597,160.02,1514
193.56,0,193.62597,160.02,1514
193.57,0,193.62597,160.02,1514
193.58,0,193.62597,160.02,1514
193.59,0,193.62597,160.02,1514
193.6,0,193.62597,160.02,1514
193.61,0,193.62597,160.02,1514
193.62,24.224,193.62597,160.02,1514
193.63,0,193.626038,0.068,1514
193.64,0,193.626038,0.068,1514
193.65,0,193.626038,0.068,1514
193.66,0,193.626038,0.068,1514
193.67,0,193.626038,0.068,1514
193.68,0,193.626038,0.068,1514
193.69,0,193.626038,0.068,1514
193.7,0,193.755971,129.933,572
193.71,0,193.755971,129.933,572
193.72,0,193.755971,129.933,572
193.73,0,193.755971,129.933,572
193.74,0,193.755971,129.933,572
193.75,12.376,193.755971,129.933,572
193.76,0,193.756109,0.025,208
193.77,0,193.756109,0.025,208
193.78,0,193.756109,0.025,208
193.79,0,193.756109,0.025,208
193.8,0,193.756109,0.025,208
193.81,0,193.756109,0.025,208
193.82,0,193.875958,119.849,1514
193.83,0,193.875958,119.849,1514
193.84,0,193.875958,119.849,1514
193.85,0,193.875958,119.849,1514
193.86,0,193.875958,119.849,1514
193.87,36.336,193.875958,119.849,1514
193.88,0,193.876059,0.031,1514
193.89,0,193.876059,0.031,1514
193.9,0,193.876059,0.031,1514
193.91,0,193.876059,0.031,1514
193.92,0,193.876059,0.031,1514
193.93,0,193.876059,0.031,1514
193.94,0,193.985959,109.9,1514
193.95,0,193.985959,109.9,1514
193.96,0,193.985959,109.9,1514
193.97,0,193.985959,109.9,1514
193.98,48.448,193.985959,109.9,1514
193.99,0,193.986077,0.033,1514
194,0,193.986077,0.033,1514
194.01,31.608,194.015501,29.424,838
194.02,0,194.015614,0.019,1514
194.03,48.448,194.030658,15.044,1514
194.04,10.424,194.039203,2.811,1514
194.05,20.736,194.050884,7.994,1078
194.06,24.224,194.05997,9.086,1514
194.07,24.224,194.066414,3.669,1514
194.08,29.336,194.080624,3.831,1514
194.09,12.112,194.086894,3.569,690
194.1,12.112,194.101048,2.729,1514
194.11,12.112,194.117259,16.211,1514
194.12,12.112,194.117259,16.211,1514
194.13,24.224,194.123444,6.185,1514
194.14,26.56,194.13982,2.771,1514
194.15,36.336,194.149423,2.203,1078
194.16,0,194.159953,2.835,1514
194.17,24.224,194.173146,13.193,1514
194.18,19.384,194.175966,2.82,1514
194.19,4.064,194.191242,3.218,508
194.2,12.112,194.201238,9.996,1514
194.21,24.224,194.21069,9.452,1514
194.22,12.112,194.219868,9.178,1514
194.23,0,194.22636,6.492,1514
194.24,12.112,194.244585,18.225,1514
194.25,24.224,194.244585,18.225,1514
194.26,14.632,194.259181,2.832,1514
194.27,48.448,194.270099,2.749,1514
194.28,27.928,194.279369,2.807,1514
194.29,9.312,194.289842,1.915,463
194.3,16.232,194.302683,7.077,515
194.31,14.872,194.313904,8.457,1514
194.32,0.632,194.320865,4.023,79
194.33,7.8,194.331013,10.148,975
194.34,7.8,194.331013,10.148,975
194.35,0,194.349159,18.146,975
194.36,15.6,194.364757,15.598,975
194.37,7.8,194.369324,4.567,975
194.38,15.6,194.380408,6.151,975
194.39,15.6,194.394739,14.271,975
194.4,7.8,194.397264,2.525,975
194.41,15.6,194.413121,9.075,975
194.42,0,194.415273,2.152,975
194.43,39,194.430196,14.923,975
194.44,7.8,194.438795,2.082,975
194.45,6.16,194.454481,9.255,206
194.46,8.624,194.460788,4.917,1078
194.47,19.064,194.473279,12.491,1514
194.48,6.112,194.479076,5.797,869
194.49,13.856,194.491057,2.48,1078
194.5,9.304,194.49731,6.253,654
194.51,12.112,194.511584,3.288,1514
194.52,20.272,194.520505,8.921,548
194.53,17.104,194.52884,0.768,85
194.54,12.112,194.538528,2.149,1078
194.55,17.888,194.546288,7.76,1514
194.56,23.336,194.561012,2.664,1514
194.57,28.408,194.56947,0.156,85
194.58,5.528,194.579822,1.759,523
194.59,0,194.589266,0.37,84
194.6,9.296,194.608787,19.521,1078
194.61,29.688,194.60915,0.363,84
194.62,22.296,194.619262,3.645,1514
194.63,24.904,194.629964,7.843,1273
194.64,29.904,194.638832,2.765,1514
194.65,43.856,194.648945,0.354,76
194.66,24.224,194.659535,2.099,940
194.67,34.384,194.670806,2.799,1514
194.68,30.392,194.679028,2.851,1514
194.69,13.344,194.69043,2.058,891
194.7,0,194.693133,2.703,777
194.71,24.224,194.717178,24.045,1514
194.72,12.112,194.719789,2.611,1514
194.73,8.728,194.723884,4.095,1514
194.74,23.616,194.7394,15.516,1091
194.75,1.656,194.749964,0.398,78
194.76,36.336,194.760341,9.556,1514
194.77,17.568,194.764581,0.055,1514
194.78,0,194.776093,0.064,1078
194.79,12.112,194.797911,21.818,1514
194.8,0,194.797911,21.818,1514
194.81,24.224,194.815503,17.592,1514
